
Episode Report #1 -------
EXP_STEP 	 episode	 #step 	 r_episode 	   fps	  T_env	T_agent	  ROUND	 g-fps	AGENT_T	 active	T_actor	   T_mt	 DCNN_EPOCH 	 weight_avg 	 delta_avg 	 L1 	 acc. 	 T_fp 	 T_bp 	 T_sgd 	T_batch	
2463272		   5046 	  397.0	   305.000	  16.9	   14.8	   44.3	   5046	  84.4	2463272	  0.902	   40.5	    0.4	 614567 	 1.52e-001 	 9.66e-005 	 4.211 	 57.0% 	 12.1 	 4.9 	 2.0 	 235.4 	
2463835		   5047 	  563.0	   670.000	  16.9	   12.8	   46.5	   5047	  84.2	2463835	  0.911	   42.4	    0.4	 614708 	 1.52e-001 	 9.00e-005 	 4.222 	 58.9% 	 12.3 	 4.9 	 1.8 	 236.6 	
2464483		   5048 	  648.0	   525.000	  16.6	   15.5	   44.8	   5048	  82.9	2464483	  0.912	   41.3	    0.4	 614870 	 1.52e-001 	 8.87e-005 	 4.374 	 59.7% 	 12.7 	 5.0 	 1.9 	 240.2 	
2464986		   5049 	  503.0	   345.000	  16.5	   15.6	   44.8	   5049	  82.7	2464986	  0.907	   41.2	    0.4	 614996 	 1.52e-001 	 9.36e-005 	 4.138 	 59.7% 	 12.4 	 5.0 	 2.1 	 239.9 	
2465674		   5050 	  688.0	   865.000	  16.9	   14.0	   45.2	   5050	  84.5	2465674	  0.900	   41.0	    0.4	 615168 	 1.52e-001 	 1.11e-004 	 4.151 	 60.4% 	 12.2 	 4.9 	 1.9 	 235.9 	
2466278		   5051 	  604.0	   410.000	  16.6	   14.3	   45.6	   5051	  83.2	2466278	  0.886	   41.6	    0.4	 615319 	 1.52e-001 	 9.12e-005 	 4.189 	 58.4% 	 12.3 	 5.2 	 2.0 	 239.1 	
2466936		   5052 	  658.0	   575.000	  16.7	   15.9	   43.9	   5052	  83.5	2466936	  0.915	   39.8	    0.4	 615483 	 1.52e-001 	 9.41e-005 	 4.184 	 59.1% 	 12.3 	 5.0 	 1.8 	 238.6 	
2467388		   5053 	  452.0	   380.000	  16.5	   14.5	   46.0	   5053	  82.6	2467388	  0.918	   41.8	    0.4	 615596 	 1.52e-001 	 1.02e-004 	 4.246 	 59.1% 	 12.5 	 5.0 	 1.8 	 241.4 	
2468117		   5054 	  729.0	   605.000	  16.9	   16.5	   42.8	   5054	  84.3	2468117	  0.904	   39.5	    0.4	 615779 	 1.52e-001 	 8.44e-005 	 4.382 	 59.8% 	 12.4 	 5.1 	 1.7 	 236.2 	
2468599		   5055 	  482.0	   315.000	  16.5	   15.2	   44.9	   5055	  82.9	2468599	  0.902	   41.7	    0.5	 615899 	 1.52e-001 	 9.66e-005 	 4.290 	 59.6% 	 12.5 	 5.0 	 2.1 	 239.8 	
2469076		   5056 	  477.0	   365.000	  16.7	   14.6	   45.0	   5056	  83.7	2469076	  0.910	   41.1	    0.4	 616018 	 1.52e-001 	 9.13e-005 	 3.868 	 60.7% 	 12.6 	 5.0 	 1.8 	 237.7 	
2469421		   5057 	  345.0	   205.000	  16.6	   15.3	   45.0	   5057	  82.8	2469421	  0.899	   40.6	    0.4	 616105 	 1.52e-001 	 1.17e-004 	 4.302 	 60.7% 	 12.0 	 4.9 	 1.9 	 240.0 	
2470062		   5058 	  641.0	   570.000	  16.9	   14.6	   44.5	   5058	  84.4	2470062	  0.892	   40.6	    0.4	 616265 	 1.52e-001 	 9.36e-005 	 4.312 	 60.4% 	 12.4 	 4.9 	 1.9 	 235.6 	
2470576		   5059 	  514.0	   310.000	  16.6	   14.0	   45.9	   5059	  83.3	2470576	  0.893	   42.2	    0.4	 616393 	 1.52e-001 	 1.00e-004 	 4.474 	 59.6% 	 12.4 	 4.9 	 1.7 	 239.3 	
2471293		   5060 	  717.0	   555.000	  17.0	   15.8	   43.3	   5060	  84.7	2471293	  0.905	   39.9	    0.4	 616573 	 1.52e-001 	 1.09e-004 	 4.214 	 59.6% 	 12.4 	 4.9 	 1.8 	 235.3 	
2471777		   5061 	  484.0	   295.000	  16.9	   16.5	   42.5	   5061	  84.4	2471777	  0.884	   39.1	    0.4	 616694 	 1.52e-001 	 9.71e-005 	 4.511 	 59.3% 	 12.5 	 4.9 	 2.0 	 235.7 	
2472168		   5062 	  391.0	   445.000	  16.9	   14.4	   44.1	   5062	  85.0	2472168	  0.898	   40.7	    0.4	 616791 	 1.52e-001 	 1.04e-004 	 4.155 	 58.7% 	 12.4 	 4.8 	 1.8 	 233.7 	
2473022		   5063 	  854.0	   770.000	  16.7	   14.9	   44.9	   5063	  83.7	2473022	  0.900	   40.7	    0.4	 617005 	 1.52e-001 	 8.03e-005 	 4.025 	 59.5% 	 12.6 	 4.9 	 1.9 	 238.0 	
2473450		   5064 	  428.0	   375.000	  17.0	   14.5	   44.2	   5064	  84.9	2473450	  0.914	   40.6	    0.4	 617112 	 1.52e-001 	 9.32e-005 	 4.247 	 59.6% 	 12.4 	 5.0 	 1.8 	 234.6 	
2474111		   5065 	  661.0	   545.000	  16.6	   14.5	   45.4	   5065	  83.2	2474111	  0.912	   41.9	    0.4	 617277 	 1.52e-001 	 8.90e-005 	 4.107 	 60.0% 	 12.6 	 4.9 	 1.8 	 239.4 	
2474753		   5066 	  642.0	   470.000	  17.1	   14.7	   43.7	   5066	  85.6	2474753	  0.916	   40.2	    0.4	 617438 	 1.52e-001 	 8.77e-005 	 4.347 	 57.3% 	 12.3 	 4.8 	 1.8 	 232.6 	
2475169		   5067 	  416.0	   270.000	  16.8	   16.5	   42.6	   5067	  83.9	2475169	  0.863	   38.4	    0.4	 617542 	 1.52e-001 	 9.81e-005 	 4.385 	 58.1% 	 12.4 	 4.9 	 1.8 	 236.8 	
2475633		   5068 	  464.0	   435.000	  16.6	   14.8	   45.1	   5068	  82.8	2475633	  0.907	   41.1	    0.4	 617658 	 1.52e-001 	 1.05e-004 	 4.217 	 59.9% 	 12.3 	 4.9 	 2.2 	 239.9 	
2476170		   5069 	  537.0	   485.000	  16.5	   14.6	   45.7	   5069	  82.5	2476170	  0.916	   42.0	    0.4	 617792 	 1.52e-001 	 9.97e-005 	 4.247 	 60.1% 	 12.4 	 4.9 	 2.0 	 240.3 	
2476754		   5070 	  584.0	   450.000	  16.6	   16.1	   43.9	   5070	  83.2	2476754	  0.885	   39.7	    0.4	 617938 	 1.52e-001 	 9.46e-005 	 4.242 	 59.8% 	 12.3 	 5.0 	 1.8 	 238.6 	
2477329		   5071 	  575.0	   450.000	  16.7	   14.4	   45.4	   5071	  83.5	2477329	  0.918	   40.6	    0.4	 618082 	 1.52e-001 	 9.64e-005 	 4.289 	 59.7% 	 12.4 	 4.9 	 1.9 	 238.7 	
2477934		   5072 	  605.0	   540.000	  16.6	   15.5	   44.4	   5072	  83.1	2477934	  0.896	   40.7	    0.4	 618233 	 1.52e-001 	 9.44e-005 	 4.250 	 59.4% 	 12.6 	 4.9 	 1.8 	 238.8 	
2478454		   5073 	  520.0	   480.000	  17.0	   15.4	   43.4	   5073	  84.9	2478454	  0.877	   40.1	    0.4	 618363 	 1.52e-001 	 9.57e-005 	 4.374 	 59.4% 	 12.4 	 4.9 	 1.9 	 234.6 	
2478801		   5074 	  347.0	   260.000	  16.7	   17.8	   41.7	   5074	  83.5	2478801	  0.911	   38.2	    0.4	 618450 	 1.52e-001 	 9.90e-005 	 4.330 	 60.2% 	 12.2 	 4.9 	 1.8 	 237.6 	
2479031		   5075 	  230.0	    85.000	  16.7	   17.1	   41.7	   5075	  84.1	2479031	  0.896	   38.2	    0.5	 618507 	 1.52e-001 	 9.66e-005 	 4.150 	 63.7% 	 12.4 	 4.9 	 1.7 	 236.5 	
2479687		   5076 	  656.0	   555.000	  15.8	   16.1	   46.9	   5076	  79.1	2479687	  0.915	   42.4	    0.4	 618671 	 1.52e-001 	 1.09e-004 	 4.218 	 58.9% 	 12.6 	 4.9 	 2.1 	 251.4 	
2480485		   5077 	  798.0	   545.000	  16.9	   14.5	   44.6	   5077	  84.5	2480485	  0.912	   40.8	    0.4	 618871 	 1.52e-001 	 9.74e-005 	 4.302 	 59.7% 	 12.4 	 4.9 	 1.8 	 236.0 	
2481013		   5078 	  528.0	   710.000	  17.0	   14.2	   44.3	   5078	  84.8	2481013	  0.905	   40.3	    0.4	 619003 	 1.52e-001 	 1.19e-004 	 4.315 	 59.0% 	 12.1 	 4.9 	 1.8 	 233.9 	
2481637		   5079 	  624.0	   500.000	  17.0	   13.8	   44.6	   5079	  85.3	2481637	  0.907	   41.1	    0.4	 619159 	 1.52e-001 	 8.23e-005 	 4.147 	 60.3% 	 12.4 	 4.8 	 1.8 	 233.6 	
2482255		   5080 	  618.0	   505.000	  16.6	   16.4	   43.5	   5080	  83.0	2482255	  0.896	   39.4	    0.4	 619313 	 1.52e-001 	 9.52e-005 	 4.007 	 60.1% 	 12.3 	 4.9 	 1.9 	 238.8 	
2482718		   5081 	  463.0	   390.000	  16.6	   15.9	   44.5	   5081	  82.7	2482718	  0.905	   40.8	    0.5	 619429 	 1.52e-001 	 1.03e-004 	 4.358 	 60.1% 	 12.3 	 4.8 	 1.9 	 240.3 	
2483372		   5082 	  654.0	   445.000	  16.5	   16.9	   43.5	   5082	  82.8	2483372	  0.914	   39.9	    0.5	 619592 	 1.52e-001 	 1.06e-004 	 4.344 	 58.9% 	 12.2 	 4.8 	 1.9 	 241.0 	
2483837		   5083 	  465.0	   550.000	  16.6	   16.8	   43.5	   5083	  82.9	2483837	  0.920	   39.2	    0.5	 619709 	 1.52e-001 	 8.79e-005 	 4.128 	 59.8% 	 12.1 	 4.8 	 1.9 	 239.6 	
2484394		   5084 	  557.0	   390.000	  16.6	   14.8	   45.4	   5084	  82.8	2484394	  0.912	   42.0	    0.4	 619848 	 1.52e-001 	 8.93e-005 	 4.326 	 59.2% 	 12.5 	 4.9 	 2.0 	 240.2 	
2485148		   5085 	  754.0	   575.000	  16.8	   14.8	   44.4	   5085	  84.3	2485148	  0.886	   40.9	    0.4	 620036 	 1.52e-001 	 1.11e-004 	 4.343 	 59.4% 	 12.4 	 4.9 	 1.9 	 236.1 	
2485824		   5086 	  676.0	   540.000	  16.5	   15.4	   45.1	   5086	  82.6	2485824	  0.907	   41.3	    0.4	 620205 	 1.53e-001 	 9.36e-005 	 4.389 	 59.2% 	 12.5 	 5.0 	 1.9 	 241.5 	
2486225		   5087 	  401.0	   290.000	  17.2	   14.6	   43.6	   5087	  85.8	2486225	  0.888	   40.2	    0.4	 620306 	 1.53e-001 	 8.44e-005 	 4.171 	 59.6% 	 12.4 	 4.8 	 1.9 	 231.6 	
2486884		   5088 	  659.0	   775.000	  16.8	   15.1	   44.2	   5088	  84.1	2486884	  0.885	   40.1	    0.4	 620470 	 1.53e-001 	 9.99e-005 	 4.325 	 59.0% 	 12.4 	 4.8 	 1.7 	 237.2 	
2487520		   5089 	  636.0	   545.000	  16.8	   15.2	   44.3	   5089	  84.0	2487520	  0.887	   40.0	    0.4	 620629 	 1.53e-001 	 8.02e-005 	 4.331 	 58.8% 	 12.4 	 4.9 	 1.9 	 237.4 	
2488023		   5090 	  503.0	   450.000	  16.6	   16.7	   43.5	   5090	  83.0	2488023	  0.899	   39.4	    0.4	 620755 	 1.53e-001 	 9.89e-005 	 4.398 	 59.2% 	 12.5 	 4.9 	 1.9 	 239.8 	
2488660		   5091 	  637.0	   455.000	  17.0	   16.5	   42.5	   5091	  84.8	2488660	  0.901	   39.0	    0.4	 620914 	 1.53e-001 	 8.71e-005 	 4.192 	 58.8% 	 12.2 	 4.9 	 1.9 	 234.8 	
2489415		   5092 	  755.0	   380.000	  16.7	   15.9	   43.9	   5092	  83.6	2489415	  0.891	   39.9	    0.4	 621103 	 1.53e-001 	 1.02e-004 	 4.384 	 59.4% 	 12.5 	 4.9 	 1.9 	 238.3 	
2489926		   5093 	  511.0	   285.000	  16.8	   16.1	   43.5	   5093	  83.8	2489926	  0.888	   39.5	    0.4	 621231 	 1.53e-001 	 1.11e-004 	 4.309 	 59.2% 	 12.3 	 4.9 	 1.9 	 236.8 	
2490621		   5094 	  695.0	   300.000	  16.7	   15.2	   44.5	   5094	  83.7	2490621	  0.886	   41.1	    0.4	 621405 	 1.53e-001 	 1.03e-004 	 4.459 	 60.0% 	 12.5 	 5.0 	 1.8 	 237.8 	
2491219		   5095 	  598.0	   525.000	  16.8	   14.9	   44.1	   5095	  84.4	2491219	  0.878	   40.4	    0.4	 621554 	 1.53e-001 	 9.11e-005 	 4.081 	 59.1% 	 12.6 	 4.8 	 2.1 	 235.8 	
2491781		   5096 	  562.0	   575.000	  16.6	   14.8	   45.3	   5096	  83.2	2491781	  0.904	   41.0	    0.4	 621695 	 1.53e-001 	 9.91e-005 	 4.207 	 59.7% 	 12.5 	 4.8 	 2.0 	 239.5 	
2492332		   5097 	  551.0	   410.000	  16.7	   15.3	   44.1	   5097	  83.7	2492332	  0.897	   40.3	    0.4	 621832 	 1.53e-001 	 1.02e-004 	 4.267 	 59.7% 	 12.3 	 5.0 	 1.8 	 237.3 	
2492908		   5098 	  576.0	   465.000	  16.8	   16.8	   42.6	   5098	  84.2	2492908	  0.882	   38.7	    0.4	 621976 	 1.53e-001 	 8.64e-005 	 4.428 	 60.0% 	 12.4 	 4.9 	 1.7 	 236.9 	
2493721		   5099 	  813.0	   545.000	  17.1	   16.3	   42.2	   5099	  85.3	2493721	  0.902	   39.1	    0.4	 622180 	 1.53e-001 	 9.81e-005 	 4.156 	 59.4% 	 12.3 	 5.0 	 1.9 	 233.7 	
2494163		   5100 	  442.0	   530.000	  16.3	   15.5	   45.5	   5100	  81.5	2494163	  0.903	   40.8	    0.5	 622290 	 1.53e-001 	 9.46e-005 	 4.152 	 59.5% 	 12.3 	 5.0 	 2.1 	 244.0 	
2494809		   5101 	  646.0	   610.000	  16.9	   15.5	   43.5	   5101	  84.7	2494809	  0.909	   39.6	    0.4	 622452 	 1.53e-001 	 9.00e-005 	 4.397 	 59.7% 	 12.3 	 4.8 	 1.6 	 235.3 	
2495317		   5102 	  508.0	   355.000	  16.6	   14.7	   45.4	   5102	  82.7	2495317	  0.902	   41.0	    0.4	 622579 	 1.53e-001 	 1.00e-004 	 4.194 	 59.9% 	 12.7 	 4.9 	 1.8 	 240.4 	
2495777		   5103 	  460.0	   410.000	  16.6	   15.2	   44.7	   5103	  83.1	2495777	  0.904	   41.3	    0.4	 622694 	 1.53e-001 	 1.17e-004 	 4.414 	 58.6% 	 12.3 	 4.8 	 1.9 	 239.3 	
2496196		   5104 	  419.0	   315.000	  16.8	   14.5	   44.7	   5104	  83.8	2496196	  0.921	   41.0	    0.4	 622798 	 1.53e-001 	 1.15e-004 	 4.576 	 59.8% 	 12.3 	 4.8 	 1.9 	 237.0 	
2496852		   5105 	  656.0	   525.000	  17.0	   15.0	   43.9	   5105	  84.9	2496852	  0.902	   40.5	    0.4	 622962 	 1.53e-001 	 1.22e-004 	 4.248 	 59.4% 	 12.4 	 4.8 	 2.0 	 235.1 	
2497451		   5106 	  599.0	   555.000	  16.8	   15.3	   44.3	   5106	  83.8	2497451	  0.912	   40.7	    0.4	 623112 	 1.53e-001 	 9.85e-005 	 4.168 	 61.0% 	 12.5 	 4.9 	 2.0 	 237.5 	
2497906		   5107 	  455.0	   320.000	  16.8	   15.4	   44.3	   5107	  83.7	2497906	  0.892	   40.3	    0.4	 623226 	 1.53e-001 	 9.49e-005 	 4.254 	 58.4% 	 12.6 	 5.0 	 1.7 	 238.1 	
2498287		   5108 	  381.0	   225.000	  16.8	   14.3	   44.7	   5108	  84.4	2498287	  0.887	   41.2	    0.4	 623321 	 1.53e-001 	 9.84e-005 	 4.427 	 58.3% 	 12.3 	 4.9 	 1.9 	 235.4 	
2498703		   5109 	  416.0	   295.000	  16.6	   16.8	   43.2	   5109	  83.3	2498703	  0.911	   39.6	    0.4	 623425 	 1.53e-001 	 1.10e-004 	 3.938 	 61.7% 	 12.3 	 4.9 	 2.0 	 239.0 	
2499314		   5110 	  611.0	   525.000	  16.8	   14.6	   45.0	   5110	  83.8	2499314	  0.892	   42.2	    0.4	 623578 	 1.53e-001 	 9.10e-005 	 4.445 	 59.0% 	 12.4 	 4.9 	 2.0 	 237.2 	
2499560		   5111 	  246.0	    80.000	  16.9	   15.5	   42.8	   5111	  85.2	2499560	  0.911	   40.0	    0.4	 623639 	 1.53e-001 	 9.06e-005 	 4.429 	 59.6% 	 12.4 	 4.9 	 2.0 	 234.0 	
2500038		   5112 	  478.0	   375.000	  16.8	   14.5	   45.4	   5112	  83.4	2500038	  0.885	   40.6	    0.4	 623759 	 1.53e-001 	 1.01e-004 	 4.282 	 57.8% 	 12.2 	 5.0 	 1.8 	 238.1 	
2500604		   5113 	  566.0	   435.000	  16.7	   14.5	   44.9	   5113	  84.0	2500604	  0.892	   41.0	    0.4	 623900 	 1.53e-001 	 7.54e-005 	 4.792 	 60.2% 	 12.4 	 5.0 	 1.9 	 237.6 	
2501134		   5114 	  530.0	   450.000	  17.0	   16.9	   42.2	   5114	  84.6	2501134	  0.902	   38.8	    0.4	 624033 	 1.53e-001 	 9.57e-005 	 4.217 	 60.2% 	 12.3 	 4.9 	 1.8 	 235.3 	
2501794		   5115 	  660.0	   730.000	  16.9	   15.7	   43.4	   5115	  84.4	2501794	  0.895	   39.5	    0.4	 624198 	 1.53e-001 	 8.85e-005 	 4.368 	 60.0% 	 12.4 	 5.0 	 1.8 	 236.3 	
2502490		   5116 	  696.0	   690.000	  16.6	   15.3	   44.6	   5116	  83.1	2502490	  0.907	   41.1	    0.4	 624372 	 1.53e-001 	 9.78e-005 	 4.440 	 60.0% 	 12.5 	 5.0 	 1.9 	 238.7 	
2503179		   5117 	  689.0	   470.000	  16.4	   15.2	   45.5	   5117	  82.3	2503179	  0.900	   41.5	    0.4	 624544 	 1.53e-001 	 1.12e-004 	 4.495 	 59.6% 	 12.7 	 4.9 	 2.0 	 242.0 	
2503736		   5118 	  557.0	   540.000	  16.9	   13.9	   45.2	   5118	  84.4	2503736	  0.880	   41.9	    0.4	 624683 	 1.53e-001 	 1.04e-004 	 4.352 	 58.9% 	 12.5 	 5.1 	 1.7 	 236.0 	
2504310		   5119 	  574.0	   440.000	  16.6	   15.6	   44.8	   5119	  82.7	2504310	  0.895	   41.4	    0.4	 624827 	 1.53e-001 	 8.52e-005 	 4.250 	 59.1% 	 12.4 	 4.9 	 2.0 	 240.8 	
2504825		   5120 	  515.0	   470.000	  16.7	   14.0	   45.7	   5120	  83.4	2504825	  0.891	   41.2	    0.4	 624956 	 1.53e-001 	 8.78e-005 	 4.273 	 59.8% 	 12.4 	 4.9 	 1.6 	 238.8 	
2505559		   5121 	  734.0	   545.000	  16.7	   15.4	   44.1	   5121	  83.7	2505559	  0.913	   40.0	    0.5	 625139 	 1.53e-001 	 9.88e-005 	 4.298 	 59.6% 	 12.4 	 5.0 	 1.9 	 237.6 	
2506231		   5122 	  672.0	   555.000	  16.8	   13.4	   46.1	   5122	  83.9	2506231	  0.912	   41.1	    0.5	 625307 	 1.53e-001 	 1.07e-004 	 4.208 	 60.7% 	 12.2 	 4.9 	 2.1 	 237.5 	
2506959		   5123 	  728.0	   750.000	  16.7	   15.8	   43.8	   5123	  83.9	2506959	  0.894	   40.2	    0.4	 625489 	 1.53e-001 	 9.49e-005 	 4.369 	 60.0% 	 12.4 	 4.9 	 1.9 	 237.6 	
2507432		   5124 	  473.0	   395.000	  16.8	   14.3	   45.1	   5124	  84.2	2507432	  0.890	   40.9	    0.4	 625607 	 1.53e-001 	 1.12e-004 	 4.458 	 59.4% 	 12.5 	 4.9 	 1.8 	 236.4 	
2507946		   5125 	  514.0	   460.000	  16.9	   14.0	   45.2	   5125	  84.4	2507946	  0.922	   41.5	    0.5	 625736 	 1.53e-001 	 9.22e-005 	 4.153 	 60.5% 	 12.1 	 4.9 	 1.9 	 235.9 	
2508536		   5126 	  590.0	   545.000	  16.6	   15.8	   44.3	   5126	  83.0	2508536	  0.890	   40.3	    0.4	 625883 	 1.53e-001 	 9.23e-005 	 4.437 	 59.7% 	 12.4 	 4.9 	 1.8 	 239.6 	
2509290		   5127 	  754.0	   580.000	  16.6	   14.3	   45.9	   5127	  83.0	2509290	  0.911	   41.3	    0.4	 626072 	 1.53e-001 	 1.12e-004 	 4.197 	 58.1% 	 12.4 	 5.1 	 2.0 	 239.9 	
2509670		   5128 	  380.0	   220.000	  16.5	   14.9	   45.7	   5128	  82.3	2509670	  0.879	   41.4	    0.5	 626167 	 1.53e-001 	 8.93e-005 	 4.345 	 60.3% 	 12.4 	 4.9 	 1.8 	 241.2 	
2510120		   5129 	  450.0	   555.000	  16.9	   13.9	   44.8	   5129	  85.0	2510120	  0.893	   40.9	    0.4	 626279 	 1.53e-001 	 9.34e-005 	 4.680 	 59.2% 	 12.2 	 4.9 	 1.9 	 234.2 	
2510596		   5130 	  476.0	   345.000	  16.7	   15.5	   44.4	   5130	  83.4	2510596	  0.861	   40.5	    0.4	 626398 	 1.53e-001 	 1.05e-004 	 4.233 	 58.9% 	 12.7 	 4.8 	 1.9 	 239.1 	
2511196		   5131 	  600.0	   540.000	  16.8	   14.9	   44.7	   5131	  83.8	2511196	  0.912	   40.6	    0.4	 626548 	 1.53e-001 	 8.98e-005 	 4.475 	 59.9% 	 12.4 	 4.9 	 2.0 	 237.9 	
2511792		   5132 	  596.0	   430.000	  16.4	   15.0	   45.9	   5132	  82.0	2511792	  0.896	   42.0	    0.4	 626697 	 1.53e-001 	 9.49e-005 	 4.161 	 58.8% 	 12.7 	 5.0 	 1.9 	 243.3 	
2512293		   5133 	  501.0	   400.000	  16.7	   14.6	   45.4	   5133	  83.3	2512293	  0.884	   41.5	    0.5	 626823 	 1.53e-001 	 9.59e-005 	 4.491 	 59.9% 	 12.2 	 5.0 	 2.0 	 238.7 	
2512516		   5134 	  223.0	   160.000	  16.6	   14.7	   44.9	   5134	  83.3	2512516	  0.933	   41.8	    0.5	 626878 	 1.53e-001 	 1.01e-004 	 4.303 	 59.5% 	 12.4 	 5.0 	 1.8 	 238.2 	
2513010		   5135 	  494.0	   595.000	  16.6	   15.0	   45.5	   5135	  82.6	2513010	  0.935	   42.0	    0.4	 627002 	 1.53e-001 	 1.10e-004 	 4.311 	 60.5% 	 12.5 	 5.0 	 2.0 	 240.7 	
2513673		   5136 	  663.0	   345.000	  16.6	   14.9	   45.1	   5136	  83.2	2513673	  0.891	   41.2	    0.4	 627168 	 1.53e-001 	 8.92e-005 	 4.334 	 60.8% 	 12.5 	 5.0 	 1.8 	 239.1 	
2514237		   5137 	  564.0	   395.000	  16.6	   15.0	   44.9	   5137	  83.1	2514237	  0.890	   41.1	    0.4	 627309 	 1.53e-001 	 8.36e-005 	 4.304 	 59.7% 	 12.5 	 5.0 	 1.9 	 239.3 	
2514894		   5138 	  657.0	   570.000	  16.6	   15.6	   44.6	   5138	  82.8	2514894	  0.928	   41.1	    0.4	 627473 	 1.53e-001 	 9.80e-005 	 4.649 	 59.0% 	 12.4 	 5.0 	 1.8 	 240.2 	
2515314		   5139 	  420.0	   245.000	  16.8	   14.6	   44.6	   5139	  84.3	2515314	  0.912	   40.7	    0.4	 627578 	 1.53e-001 	 1.13e-004 	 4.193 	 60.6% 	 12.1 	 4.8 	 1.9 	 236.2 	
2515822		   5140 	  508.0	   375.000	  17.1	   14.1	   44.4	   5140	  85.3	2515822	  0.902	   41.2	    0.4	 627705 	 1.53e-001 	 1.16e-004 	 4.573 	 59.3% 	 12.4 	 4.9 	 1.7 	 233.7 	
2516811		   5141 	  989.0	   855.000	  16.6	   15.7	   44.4	   5141	  83.0	2516811	  0.903	   40.7	    0.4	 627952 	 1.53e-001 	 9.25e-005 	 4.451 	 59.5% 	 12.3 	 4.9 	 2.0 	 239.8 	
2517474		   5142 	  663.0	   555.000	  16.5	   15.3	   45.3	   5142	  82.5	2517474	  0.891	   41.0	    0.4	 628118 	 1.53e-001 	 1.11e-004 	 4.221 	 58.9% 	 12.5 	 4.9 	 1.7 	 241.4 	
2517859		   5143 	  385.0	   320.000	  16.6	   16.2	   43.7	   5143	  83.3	2517859	  0.922	   40.1	    0.4	 628214 	 1.53e-001 	 9.08e-005 	 4.589 	 60.6% 	 12.3 	 4.9 	 1.9 	 238.8 	
2518294		   5144 	  435.0	   345.000	  16.9	   14.6	   44.7	   5144	  84.2	2518294	  0.903	   41.1	    0.4	 628323 	 1.53e-001 	 8.29e-005 	 4.294 	 60.7% 	 12.2 	 4.9 	 1.9 	 236.7 	
2519020		   5145 	  726.0	   660.000	  16.7	   15.3	   44.3	   5145	  83.8	2519020	  0.912	   39.9	    0.5	 628504 	 1.54e-001 	 9.66e-005 	 4.406 	 60.9% 	 12.2 	 4.9 	 1.9 	 238.0 	
2519452		   5146 	  432.0	   300.000	  16.7	   16.1	   43.8	   5146	  83.4	2519452	  0.894	   40.0	    0.5	 628612 	 1.54e-001 	 9.59e-005 	 4.424 	 60.8% 	 12.1 	 4.9 	 1.9 	 239.0 	
2520099		   5147 	  647.0	   405.000	  16.7	   14.9	   44.9	   5147	  83.2	2520099	  0.906	   41.1	    0.4	 628774 	 1.54e-001 	 8.09e-005 	 4.406 	 59.8% 	 12.5 	 4.9 	 1.8 	 239.4 	
2520594		   5148 	  495.0	   435.000	  17.0	   15.4	   43.6	   5148	  84.8	2520594	  0.911	   39.7	    0.4	 628898 	 1.54e-001 	 1.06e-004 	 4.455 	 60.6% 	 12.2 	 5.0 	 1.8 	 234.8 	
2521070		   5149 	  476.0	   200.000	  16.5	   15.3	   45.2	   5149	  82.5	2521070	  0.897	   41.4	    0.4	 629017 	 1.54e-001 	 9.32e-005 	 4.440 	 60.0% 	 12.4 	 5.0 	 2.1 	 240.7 	
2521513		   5150 	  443.0	   345.000	  16.8	   15.4	   44.0	   5150	  84.0	2521513	  0.896	   40.7	    0.4	 629128 	 1.54e-001 	 1.08e-004 	 4.185 	 60.1% 	 12.2 	 5.0 	 1.8 	 237.3 	
2522178		   5151 	  665.0	   510.000	  16.9	   14.4	   44.7	   5151	  84.1	2522178	  0.898	   40.7	    0.4	 629294 	 1.54e-001 	 1.00e-004 	 4.438 	 61.0% 	 12.3 	 5.0 	 1.8 	 236.0 	
2522714		   5152 	  536.0	   380.000	  16.7	   15.6	   44.2	   5152	  83.4	2522714	  0.871	   40.8	    0.5	 629428 	 1.54e-001 	 9.15e-005 	 4.363 	 60.2% 	 12.6 	 5.0 	 1.8 	 238.4 	
2523309		   5153 	  595.0	   415.000	  16.9	   15.0	   43.9	   5153	  84.8	2523309	  0.876	   40.2	    0.4	 629577 	 1.54e-001 	 8.87e-005 	 4.104 	 59.3% 	 12.3 	 5.0 	 1.8 	 235.3 	
2523875		   5154 	  566.0	   445.000	  16.7	   17.0	   42.5	   5154	  83.7	2523875	  0.899	   38.7	    0.4	 629718 	 1.54e-001 	 9.70e-005 	 4.471 	 59.6% 	 12.3 	 5.0 	 1.9 	 237.7 	
2525033		   5155 	 1158.0	   860.000	  16.7	   15.8	   44.1	   5155	  83.5	2525033	  0.895	   40.3	    0.4	 630008 	 1.54e-001 	 1.05e-004 	 4.430 	 59.6% 	 12.6 	 5.0 	 1.8 	 238.4 	
2525780		   5156 	  747.0	   600.000	  16.8	   14.8	   44.3	   5156	  84.2	2525780	  0.893	   40.1	    0.4	 630194 	 1.54e-001 	 1.05e-004 	 4.424 	 60.2% 	 12.3 	 4.9 	 1.8 	 236.3 	
2526500		   5157 	  720.0	   745.000	  16.9	   14.8	   44.1	   5157	  84.8	2526500	  0.901	   40.0	    0.4	 630374 	 1.54e-001 	 1.01e-004 	 4.304 	 60.2% 	 12.3 	 4.9 	 1.8 	 235.3 	
