EXP_STEP 	 episode	 #step 	 r_episode 	   fps	  T_env	T_agent	AGENT_T	 active	T_actor	   T_mt	 DCNN_EPOCH 	 weight_avg 	 delta_avg 	 L1 	 acc. 	 T_fp 	 T_bp 	 T_sgd 	T_batch	#report	clock	
  14667	   3101 -    3200	    4.3	    -0.930	 541.7	    0.1	    1.7	  11468	  0.084	    1.9	    0.4	   1617 	 3.54e-002 	 2.16e-004 	 0.170 	 83.3% 	 0.1 	 0.1 	 0.2 	 9.1 	     31	0.01h
  15126	   3201 -    3300	    4.6	    -0.940	 423.1	    0.1	    2.2	  11827	  0.058	    2.5	    0.5	   1707 	 3.55e-002 	 1.67e-004 	 0.175 	 82.7% 	 0.1 	 0.1 	 0.2 	 11.6 	     32	0.01h
  15595	   3301 -    3400	    4.7	    -0.930	 367.3	    0.2	    2.6	  12196	  0.060	    2.9	    0.6	   1799 	 3.55e-002 	 1.45e-004 	 0.186 	 83.0% 	 0.1 	 0.1 	 0.2 	 13.4 	     33	0.01h
  16059	   3401 -    3500	    4.6	    -0.940	 581.7	    0.2	    1.4	  12560	  0.052	    1.4	    0.5	   1890 	 3.54e-002 	 2.08e-004 	 0.156 	 84.2% 	 0.1 	 0.1 	 0.2 	 8.0 	     34	0.01h
  16522	   3501 -    3600	    4.6	    -0.960	 735.1	    0.2	    1.2	  12923	  0.080	    1.2	    0.4	   1981 	 3.56e-002 	 1.50e-004 	 0.170 	 82.5% 	 0.1 	 0.1 	 0.2 	 6.5 	     35	0.01h
  16977	   3601 -    3700	    4.5	    -0.930	 535.5	    0.2	    1.7	  13278	  0.073	    1.8	    0.4	   2070 	 3.55e-002 	 2.00e-004 	 0.156 	 83.9% 	 0.1 	 0.1 	 0.2 	 9.1 	     36	0.01h
  17427	   3701 -    3800	    4.5	    -0.910	 661.4	    0.1	    1.4	  13628	  0.111	    1.4	    0.4	   2157 	 3.57e-002 	 1.53e-004 	 0.167 	 83.6% 	 0.1 	 0.1 	 0.1 	 7.3 	     37	0.01h
  17900	   3801 -    3900	    4.7	    -0.860	 573.6	    0.3	    1.4	  14001	  0.083	    1.4	    0.6	   2251 	 3.57e-002 	 1.70e-004 	 0.170 	 81.6% 	 0.1 	 0.1 	 0.2 	 8.2 	     38	0.01h
  18352	   3901 -    4000	    4.5	    -0.880	 674.6	    0.2	    1.3	  14353	  0.097	    1.3	    0.5	   2339 	 3.58e-002 	 3.20e-004 	 0.165 	 82.7% 	 0.1 	 0.1 	 0.2 	 7.1 	     39	0.01h
  18799	   4001 -    4100	    4.5	    -0.890	 521.5	    0.2	    1.7	  14700	  0.069	    1.8	    0.6	   2425 	 3.60e-002 	 3.17e-004 	 0.181 	 82.2% 	 0.1 	 0.1 	 0.2 	 9.2 	     40	0.01h
  19246	   4101 -    4200	    4.5	    -0.950	 649.7	    0.2	    1.3	  15047	  0.107	    1.4	    0.5	   2512 	 3.62e-002 	 1.86e-004 	 0.160 	 82.2% 	 0.1 	 0.1 	 0.2 	 7.4 	     41	0.01h
  19703	   4201 -    4300	    4.6	    -0.940	 787.1	    0.2	    1.1	  15404	  0.092	    1.1	    0.4	   2601 	 3.63e-002 	 1.62e-004 	 0.159 	 82.5% 	 0.1 	 0.1 	 0.2 	 6.0 	     42	0.01h
  20169	   4301 -    4400	    4.7	    -0.950	 815.4	    0.1	    1.1	  15770	  0.090	    1.1	    0.4	   2693 	 3.66e-002 	 1.41e-004 	 0.163 	 82.8% 	 0.1 	 0.1 	 0.2 	 5.8 	     43	0.01h
  20634	   4401 -    4500	    4.7	    -0.970	 738.7	    0.2	    1.2	  16135	  0.101	    1.2	    0.4	   2784 	 3.65e-002 	 1.44e-004 	 0.151 	 82.4% 	 0.1 	 0.1 	 0.2 	 6.5 	     44	0.01h
EXP_STEP 	 episode	 #step 	 r_episode 	   fps	  T_env	T_agent	AGENT_T	 active	T_actor	   T_mt	 DCNN_EPOCH 	 weight_avg 	 delta_avg 	 L1 	 acc. 	 T_fp 	 T_bp 	 T_sgd 	T_batch	#report	clock	
  21101	   4501 -    4600	    4.7	    -0.910	 727.2	    0.2	    1.2	  16502	  0.128	    1.2	    0.4	   2876 	 3.68e-002 	 2.58e-004 	 0.171 	 81.3% 	 0.1 	 0.1 	 0.2 	 6.6 	     45	0.01h
  21561	   4601 -    4700	    4.6	    -0.930	 745.5	    0.2	    1.2	  16862	  0.111	    1.2	    0.5	   2966 	 3.71e-002 	 1.83e-004 	 0.170 	 81.7% 	 0.1 	 0.1 	 0.2 	 6.3 	     46	0.01h
  22018	   4701 -    4800	    4.6	    -0.950	 713.9	    0.2	    1.2	  17219	  0.112	    1.2	    0.6	   3055 	 3.73e-002 	 1.73e-004 	 0.165 	 82.3% 	 0.1 	 0.1 	 0.2 	 6.6 	     47	0.01h
  22466	   4801 -    4900	    4.5	    -0.910	 749.0	    0.2	    1.1	  17567	  0.103	    1.1	    0.4	   3142 	 3.75e-002 	 2.54e-004 	 0.150 	 82.5% 	 0.1 	 0.1 	 0.2 	 6.4 	     48	0.01h
  22912	   4901 -    5000	    4.5	    -0.890	 788.4	    0.2	    1.1	  17913	  0.133	    1.1	    0.5	   3229 	 3.77e-002 	 1.45e-004 	 0.161 	 82.3% 	 0.1 	 0.1 	 0.2 	 6.1 	     49	0.01h
  23377	   5001 -    5100	    4.7	    -0.890	 756.2	    0.2	    1.1	  18278	  0.101	    1.2	    0.4	   3320 	 3.79e-002 	 1.71e-004 	 0.155 	 81.0% 	 0.1 	 0.1 	 0.2 	 6.3 	     50	0.01h
  23840	   5101 -    5200	    4.6	    -0.900	 674.0	    0.1	    1.3	  18641	  0.127	    1.4	    0.4	   3411 	 3.82e-002 	 1.49e-004 	 0.170 	 81.2% 	 0.1 	 0.1 	 0.2 	 7.1 	     51	0.01h
  24310	   5201 -    5300	    4.7	    -0.910	 643.1	    0.2	    1.3	  19011	  0.114	    1.4	    0.4	   3503 	 3.84e-002 	 1.46e-004 	 0.155 	 80.9% 	 0.1 	 0.1 	 0.2 	 7.4 	     52	0.01h
  24777	   5301 -    5400	    4.7	    -0.910	 694.2	    0.2	    1.3	  19378	  0.139	    1.2	    0.4	   3595 	 3.87e-002 	 1.58e-004 	 0.159 	 81.8% 	 0.1 	 0.1 	 0.2 	 6.8 	     53	0.01h
  25228	   5401 -    5500	    4.5	    -0.930	 746.7	    0.2	    1.2	  19729	  0.108	    1.2	    0.4	   3683 	 3.88e-002 	 1.62e-004 	 0.159 	 81.1% 	 0.1 	 0.1 	 0.2 	 6.4 	     54	0.01h
  25672	   5501 -    5600	    4.4	    -0.930	 750.1	    0.1	    1.2	  20073	  0.151	    1.2	    0.4	   3769 	 3.89e-002 	 1.53e-004 	 0.155 	 82.3% 	 0.1 	 0.1 	 0.2 	 6.4 	     55	0.01h
  26135	   5601 -    5700	    4.6	    -0.900	 736.5	    0.2	    1.2	  20436	  0.140	    1.2	    0.4	   3859 	 3.91e-002 	 1.31e-004 	 0.161 	 80.0% 	 0.1 	 0.1 	 0.2 	 6.4 	     56	0.01h
